placement,augments,traits,champions
5,"[""Three's Company"", 'Idealism', 'Healing Orbs II']","[('Noxus', '6'), ('Redeemer', '1'), ('Technogenius', '1'), ('Juggernaut', '2'), ('Strategist', '2')]","[('ApexTurret', 0), ('Swain', '2'), ('Katarina', '2'), ('Darius', '3'), ('Nasus', '1'), ('Azir', '1'), ('Heimerdinger', '1'), ('Senna', '1')]"
5,"['Double Trouble II', 'Know Your Enemy']","[('Wanderer', '1'), ('Juggernaut', '2'), ('Multicaster', '2'), ('Strategist', '2')]","[('Swain', '2'), ('Sett', '2'), ('Sett', '2'), ('Taliyah', '2'), ('Teemo', '2'), ('Taliyah', '3'), ('Ryze: Targon', '1'), (""K'Sante"", '1')]"
1,"['Riftwalk', 'Buried Treasures III', 'Jeweled Lotus I']","[('Bastion', '4'), ('Invoker', '4'), ('Targon', '2')]","[('Kassadin', '3'), ('Soraka', '3'), ('Taric', '2'), ('Karma', '3'), ('Lissandra', '3'), ('Shen', '1'), (""K'Sante"", '1')]"
1,"['Long Distance Pals II', 'Noxus Crown', 'Harmacist I']","[('Noxus', '6'), ('Darkin', '1'), ('Juggernaut', '4'), ('Shurima', '3'), ('Strategist', '2')]","[('Cassiopeia', '2'), ('Warwick', '1'), ('Swain', '2'), ('Katarina', '3'), ('Darius', '3'), ('Azir', '1'), ('Nasus', '2'), ('Aatrox', '1')]"
3,"['Unified Resistance I', 'Long Distance Pals II', 'Multicaster Soul']","[('Multicaster', '4'), ('Yordle', '3'), ('Sorcerer', '2'), ('Strategist', '2')]","[('Poppy', '1'), ('Swain', '2'), ('Kled', '2'), ('Sett', '3'), ('Taliyah', '3'), ('Teemo', '3'), (""Vel'Koz"", '2')]"
7,"['Escort Quest', 'Challenger Crown', 'Tons of Stats!']","[('Challenger', '6'), ('Ionia', '3'), ('Juggernaut', '2'), ('Shadow Isles', '2')]","[('Irelia', '2'), ('Sett', '2'), ('Warwick', '2'), ('Kalista', '3'), (""Kai'Sa"", '1'), ('Yasuo', '2'), ('Gwen', '2')]"
5,"['Unified Resistance I', 'Not Today', 'Healing Orbs II']","[('Freljord', '3'), ('Bruiser', '3'), ('Shurima', '3'), ('Deadeye', '2'), ('Invoker', '2')]","[('Renekton', '2'), ('Ashe', '2'), ('Lissandra', '3'), ('Akshan', '3'), ('Shen', '1'), ('Sejuani', '2'), ('Sion', '1')]"
6,"['Tons of Stats!', 'Job Well Done']","[('Challenger', '6'), ('Ionia', '3'), ('Juggernaut', '2'), ('Zaun', '2')]","[('Samira', '2'), ('Irelia', '2'), ('Sett', '2'), ('Warwick', '2'), ('Ekko', '2'), ('Kalista', '2'), ('Yasuo', '2'), (""Kai'Sa"", '2')]"
4,"['A Cut Above', 'Long Distance Pals II']","[('Freljord', '3'), ('Darkin', '1'), ('Wanderer', '1'), ('Shurima', '3'), ('Bruiser', '2'), ('Deadeye', '2'), ('Invoker', '2'), ('Juggernaut', '2')]","[('Ashe', '2'), ('Lissandra', '2'), ('Akshan', '2'), ('Nasus', '2'), ('Sejuani', '2'), ('Ryze: Shurima', '1'), ('Sion', '1'), ('Aatrox', '1')]"
4,"['Long Distance Pals II', 'Large Forge', 'Job Well Done']","[('Ionia', '6'), ('Darkin', '1'), ('Challenger', '4'), ('Juggernaut', '4'), ('Invoker', '2')]","[('Irelia', '2'), ('Sett', '2'), ('Warwick', '2'), ('Karma', '2'), ('Nasus', '1'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2'), ('Aatrox', '2'), ('Aatrox', '2')]"
3,"['Know Your Enemy', 'Idealism', 'Martyr']","[('Noxus', '6'), ('Darkin', '1'), ('Technogenius', '1'), ('Juggernaut', '3'), ('Slayer', '2')]","[('ApexTurret', 0), ('Cassiopeia', '2'), ('Swain', '2'), ('Kled', '2'), ('Katarina', '2'), ('Darius', '3'), ('Nasus', '2'), ('Heimerdinger', '1'), ('Sion', '1'), ('Aatrox', '1')]"
4,"['Know Your Enemy', 'Medium Forge', 'Total Domination']","[('Noxus', '6'), ('Juggernaut', '2'), ('Strategist', '2')]","[('Samira', '2'), ('Swain', '2'), ('Kled', '2'), ('Katarina', '3'), ('Darius', '3'), ('Nasus', '1'), ('Jarvan IV', '1'), ('Sion', '1')]"
1,"['Riftwalk', 'Buried Treasures III', 'Jeweled Lotus I']","[('Bastion', '4'), ('Invoker', '4'), ('Targon', '2')]","[('Kassadin', '3'), ('Soraka', '3'), ('Taric', '2'), ('Karma', '3'), ('Lissandra', '3'), ('Shen', '1'), (""K'Sante"", '1')]"
1,"['Long Distance Pals II', 'Noxus Crown', 'Harmacist I']","[('Noxus', '6'), ('Darkin', '1'), ('Juggernaut', '4'), ('Shurima', '3'), ('Strategist', '2')]","[('Cassiopeia', '2'), ('Warwick', '1'), ('Swain', '2'), ('Katarina', '3'), ('Darius', '3'), ('Azir', '1'), ('Nasus', '2'), ('Aatrox', '1')]"
3,"['Unified Resistance I', 'Long Distance Pals II', 'Multicaster Soul']","[('Multicaster', '4'), ('Yordle', '3'), ('Sorcerer', '2'), ('Strategist', '2')]","[('Poppy', '1'), ('Swain', '2'), ('Kled', '2'), ('Sett', '3'), ('Taliyah', '3'), ('Teemo', '3'), (""Vel'Koz"", '2')]"
7,"['Escort Quest', 'Challenger Crown', 'Tons of Stats!']","[('Challenger', '6'), ('Ionia', '3'), ('Juggernaut', '2'), ('Shadow Isles', '2')]","[('Irelia', '2'), ('Sett', '2'), ('Warwick', '2'), ('Kalista', '3'), (""Kai'Sa"", '1'), ('Yasuo', '2'), ('Gwen', '2')]"
5,"['Unified Resistance I', 'Not Today', 'Healing Orbs II']","[('Freljord', '3'), ('Bruiser', '3'), ('Shurima', '3'), ('Deadeye', '2'), ('Invoker', '2')]","[('Renekton', '2'), ('Ashe', '2'), ('Lissandra', '3'), ('Akshan', '3'), ('Shen', '1'), ('Sejuani', '2'), ('Sion', '1')]"
6,"['Tons of Stats!', 'Job Well Done']","[('Challenger', '6'), ('Ionia', '3'), ('Juggernaut', '2'), ('Zaun', '2')]","[('Samira', '2'), ('Irelia', '2'), ('Sett', '2'), ('Warwick', '2'), ('Ekko', '2'), ('Kalista', '2'), ('Yasuo', '2'), (""Kai'Sa"", '2')]"
4,"['A Cut Above', 'Long Distance Pals II']","[('Freljord', '3'), ('Darkin', '1'), ('Wanderer', '1'), ('Shurima', '3'), ('Bruiser', '2'), ('Deadeye', '2'), ('Invoker', '2'), ('Juggernaut', '2')]","[('Ashe', '2'), ('Lissandra', '2'), ('Akshan', '2'), ('Nasus', '2'), ('Sejuani', '2'), ('Ryze: Shurima', '1'), ('Sion', '1'), ('Aatrox', '1')]"
4,"['Long Distance Pals II', 'Large Forge', 'Job Well Done']","[('Ionia', '6'), ('Darkin', '1'), ('Challenger', '4'), ('Juggernaut', '4'), ('Invoker', '2')]","[('Irelia', '2'), ('Sett', '2'), ('Warwick', '2'), ('Karma', '2'), ('Nasus', '1'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2'), ('Aatrox', '2'), ('Aatrox', '2')]"
3,"['Know Your Enemy', 'Idealism', 'Martyr']","[('Noxus', '6'), ('Darkin', '1'), ('Technogenius', '1'), ('Juggernaut', '3'), ('Slayer', '2')]","[('ApexTurret', 0), ('Cassiopeia', '2'), ('Swain', '2'), ('Kled', '2'), ('Katarina', '2'), ('Darius', '3'), ('Nasus', '2'), ('Heimerdinger', '1'), ('Sion', '1'), ('Aatrox', '1')]"
4,"['Know Your Enemy', 'Medium Forge', 'Total Domination']","[('Noxus', '6'), ('Juggernaut', '2'), ('Strategist', '2')]","[('Samira', '2'), ('Swain', '2'), ('Kled', '2'), ('Katarina', '3'), ('Darius', '3'), ('Nasus', '1'), ('Jarvan IV', '1'), ('Sion', '1')]"
2,"['Cruel Pact', 'Multicaster Soul', 'Masterful Job']","[('Multicaster', '4'), ('Sorcerer', '4'), ('Strategist', '3'), ('Demacia', '3')]","[('Teemo', '2'), ('Swain', '3'), ('Taric', '2'), (""Vel'Koz"", '3'), ('Sona', '3'), ('Lux', '2'), ('Jarvan IV', '2')]"
3,"['Young and Wild and Free', 'Hedge Fund++']","[('Strategist', '4'), ('Demacia', '3'), ('Shurima', '3'), ('Juggernaut', '2'), ('Multicaster', '2'), ('Sorcerer', '2')]","[('Swain', '2'), ('Taliyah', '2'), ('Teemo', '2'), ('Garen', '2'), ('Nasus', '2'), ('Lux', '2'), ('Azir', '2'), ('Jarvan IV', '2')]"
3,"['Total Domination', 'Noxus Crown', 'Juggernaut Heart']","[('Noxus', '6'), ('Juggernaut', '4'), ('Challenger', '2'), ('Strategist', '2')]","[('Samira', '2'), ('Swain', '2'), ('Warwick', '2'), ('Katarina', '2'), ('Darius', '3'), ('Jarvan IV', '1'), ('Nasus', '2'), ('Sion', '1')]"
1,"['Ravenous Hunter', 'Small Forge', 'Harmacist III']","[('Juggernaut', '6'), ('Challenger', '4'), ('Ionia', '3')]","[('Irelia', '2'), ('Sett', '3'), ('Warwick', '3'), ('Darius', '1'), ('Garen', '2'), ('Kalista', '2'), ('Nasus', '1'), ('Yasuo', '2')]"
6,"['Bruiser Crown', 'Cybernetic Leech III', 'Radiant Relics']","[('Bruiser', '6'), ('Void', '3'), ('Freljord', '2')]","[(""Cho'Gath"", '2'), ('Renekton', '2'), ('Vi', '2'), ('Lissandra', '1'), (""Rek'Sai"", '3'), (""Kai'Sa"", '2'), ('Sejuani', '2')]"
4,"['A Cut Above', 'Gifts from the Fallen', 'Long Distance Pals II']","[('Freljord', '3'), ('Technogenius', '1'), ('Shurima', '3'), ('Deadeye', '2'), ('Strategist', '2')]","[('ApexTurret', 0), ('Ashe', '1'), ('Lissandra', '2'), ('Akshan', '3'), ('Nasus', '2'), ('Azir', '2'), ('Jarvan IV', '2'), ('Sejuani', '2'), ('Heimerdinger', '1')]"
2,"['Last Stand', 'Gifts from the Fallen']","[('Technogenius', '1'), ('Slayer', '3'), ('Demacia', '3'), ('Yordle', '3'), ('Bastion', '2'), ('Shadow Isles', '2')]","[('ApexTurret', 0), ('Maokai', '3'), ('Kayle', '3'), ('Poppy', '3'), ('Kled', '2'), ('Jarvan IV', '1'), ('Gwen', '1'), ('Heimerdinger', '1')]"
1,"['Blood Money', 'Small Forge', 'Masterful Job']","[('Darkin', '1'), ('Technogenius', '1'), ('Wanderer', '1'), ('Slayer', '4'), ('Demacia', '3'), ('Yordle', '3'), ('Bastion', '2'), ('Invoker', '2'), ('Shadow Isles', '2')]","[('ApexTurret', 0), ('Maokai', '3'), ('Kayle', '3'), ('Poppy', '3'), ('Galio', '2'), ('Kled', '2'), ('Gwen', '2'), ('Aatrox', '1'), ('Ryze: Freljord', '2'), ('Heimerdinger', '2')]"
4,"['Think Fast', 'Long Distance Pals II']","[('Noxus', '6'), ('Juggernaut', '4'), ('Rogue', '2')]","[('Cassiopeia', '2'), ('Samira', '2'), ('Swain', '2'), ('Sett', '2'), ('Kled', '2'), ('Garen', '2'), ('Ekko', '2'), ('Katarina', '3'), ('Darius', '3'), ('Nasus', '1')]"
8,"['Vampiric Blades', 'Unified Resistance I', 'Combat Caster']","[('Slayer', '3'), ('Ionia', '3'), ('Noxus', '3'), ('Juggernaut', '2'), ('Rogue', '2')]","[('Sett', '2'), ('Kled', '2'), ('Zed', '3'), ('Katarina', '2'), ('Darius', '2'), ('Gwen', '1'), ('Yasuo', '2')]"
2,"['Cruel Pact', 'Multicaster Soul', 'Masterful Job']","[('Multicaster', '4'), ('Sorcerer', '4'), ('Strategist', '3'), ('Demacia', '3')]","[('Teemo', '2'), ('Swain', '3'), ('Taric', '2'), (""Vel'Koz"", '3'), ('Sona', '3'), ('Lux', '2'), ('Jarvan IV', '2')]"
3,"['Young and Wild and Free', 'Hedge Fund++']","[('Strategist', '4'), ('Demacia', '3'), ('Shurima', '3'), ('Juggernaut', '2'), ('Multicaster', '2'), ('Sorcerer', '2')]","[('Swain', '2'), ('Taliyah', '2'), ('Teemo', '2'), ('Garen', '2'), ('Nasus', '2'), ('Lux', '2'), ('Azir', '2'), ('Jarvan IV', '2')]"
3,"['Total Domination', 'Noxus Crown', 'Juggernaut Heart']","[('Noxus', '6'), ('Juggernaut', '4'), ('Challenger', '2'), ('Strategist', '2')]","[('Samira', '2'), ('Swain', '2'), ('Warwick', '2'), ('Katarina', '2'), ('Darius', '3'), ('Jarvan IV', '1'), ('Nasus', '2'), ('Sion', '1')]"
1,"['Ravenous Hunter', 'Small Forge', 'Harmacist III']","[('Juggernaut', '6'), ('Challenger', '4'), ('Ionia', '3')]","[('Irelia', '2'), ('Sett', '3'), ('Warwick', '3'), ('Darius', '1'), ('Garen', '2'), ('Kalista', '2'), ('Nasus', '1'), ('Yasuo', '2')]"
6,"['Bruiser Crown', 'Cybernetic Leech III', 'Radiant Relics']","[('Bruiser', '6'), ('Void', '3'), ('Freljord', '2')]","[(""Cho'Gath"", '2'), ('Renekton', '2'), ('Vi', '2'), ('Lissandra', '1'), (""Rek'Sai"", '3'), (""Kai'Sa"", '2'), ('Sejuani', '2')]"
4,"['A Cut Above', 'Gifts from the Fallen', 'Long Distance Pals II']","[('Freljord', '3'), ('Technogenius', '1'), ('Shurima', '3'), ('Deadeye', '2'), ('Strategist', '2')]","[('ApexTurret', 0), ('Ashe', '1'), ('Lissandra', '2'), ('Akshan', '3'), ('Nasus', '2'), ('Azir', '2'), ('Jarvan IV', '2'), ('Sejuani', '2'), ('Heimerdinger', '1')]"
2,"['Last Stand', 'Gifts from the Fallen']","[('Technogenius', '1'), ('Slayer', '3'), ('Demacia', '3'), ('Yordle', '3'), ('Bastion', '2'), ('Shadow Isles', '2')]","[('ApexTurret', 0), ('Maokai', '3'), ('Kayle', '3'), ('Poppy', '3'), ('Kled', '2'), ('Jarvan IV', '1'), ('Gwen', '1'), ('Heimerdinger', '1')]"
1,"['Blood Money', 'Small Forge', 'Masterful Job']","[('Darkin', '1'), ('Technogenius', '1'), ('Wanderer', '1'), ('Slayer', '4'), ('Demacia', '3'), ('Yordle', '3'), ('Bastion', '2'), ('Invoker', '2'), ('Shadow Isles', '2')]","[('ApexTurret', 0), ('Maokai', '3'), ('Kayle', '3'), ('Poppy', '3'), ('Galio', '2'), ('Kled', '2'), ('Gwen', '2'), ('Aatrox', '1'), ('Ryze: Freljord', '2'), ('Heimerdinger', '2')]"
4,"['Think Fast', 'Long Distance Pals II']","[('Noxus', '6'), ('Juggernaut', '4'), ('Rogue', '2')]","[('Cassiopeia', '2'), ('Samira', '2'), ('Swain', '2'), ('Sett', '2'), ('Kled', '2'), ('Garen', '2'), ('Ekko', '2'), ('Katarina', '3'), ('Darius', '3'), ('Nasus', '1')]"
8,"['Vampiric Blades', 'Unified Resistance I', 'Combat Caster']","[('Slayer', '3'), ('Ionia', '3'), ('Noxus', '3'), ('Juggernaut', '2'), ('Rogue', '2')]","[('Sett', '2'), ('Kled', '2'), ('Zed', '3'), ('Katarina', '2'), ('Darius', '2'), ('Gwen', '1'), ('Yasuo', '2')]"
6,"['Ancient Archives II', 'Small Forge', 'Masterful Job']","[('Ionia', '6'), ('Challenger', '4'), ('Deadeye', '2'), ('Shadow Isles', '2')]","[('Jhin', '2'), ('Irelia', '2'), ('Kalista', '2'), ('Gwen', '1'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2'), ('Ahri', '1')]"
7,"['Pumping Up I', 'Gunner Heart', 'Golden Ticket']","[('Gunner', '4'), ('Freljord', '3'), ('Bruiser', '4'), ('Zaun', '2')]","[('Ashe', '2'), ('Vi', '3'), ('Jinx', '3'), ('Jayce', '2'), ('Lissandra', '2'), ('Zeri', '1'), ('Sejuani', '2'), ('Sion', '1')]"
5,"['Shurima Crown', 'Jeweled Lotus I']","[('Shurima', '7'), ('Bruiser', '2'), ('Deadeye', '2'), ('Freljord', '2')]","[('Cassiopeia', '2'), ('Renekton', '3'), ('Ashe', '2'), ('Akshan', '2'), ('Nasus', '2'), ('Azir', '2'), ('Sejuani', '2'), (""K'Sante"", '1')]"
4,"['Total Domination', 'Know Your Enemy']","[('Noxus', '6'), ('Juggernaut', '2'), ('Rogue', '2'), ('Slayer', '2')]","[('Zed', '2'), ('Swain', '2'), ('Kled', '2'), ('Katarina', '3'), ('Darius', '3'), ('Nasus', '2'), ('Sion', '2')]"
7,"['Total Domination', 'Think Fast', 'Long Distance Pals II']","[('Slayer', '3'), ('Ionia', '3'), ('Noxus', '3'), ('Juggernaut', '2'), ('Rogue', '2')]","[('Irelia', '2'), ('Sett', '2'), ('Kled', '2'), ('Zed', '3'), ('Katarina', '2'), ('Darius', '2')]"
2,"[""Sentinel's Spirit"", 'Job Well Done']","[('Ionia', '6'), ('Redeemer', '1'), ('Challenger', '4'), ('Invoker', '2'), ('Shadow Isles', '2')]","[('Irelia', '3'), ('Irelia', '3'), ('Sett', '2'), ('Karma', '2'), ('Kalista', '2'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2'), ('Ahri', '1'), ('Senna', '2')]"
6,"['Level Up!', 'Golden Ticket', 'What The Forge']","[('Freljord', '3'), ('Shurima', '3'), ('Bruiser', '2'), ('Deadeye', '2'), ('Invoker', '2')]","[('Cassiopeia', '2'), ('Ashe', '2'), ('Lissandra', '2'), ('Akshan', '2'), ('Nasus', '2'), ('Sejuani', '2'), ('Sion', '1'), ('Sion', '1')]"
4,"['Endurance Training', 'Social Distancing III', ""Job's Done""]","[('Bruiser', '4'), ('Void', '3'), ('Challenger', '2'), ('Freljord', '2')]","[(""Cho'Gath"", '2'), ('Vi', '2'), ('Lissandra', '2'), (""Rek'Sai"", '3'), ('Yasuo', '2'), (""Kai'Sa"", '2'), ('Sejuani', '2')]"
7,"[""Sentinel's Spirit"", 'Job Well Done']","[('Challenger', '6'), ('Empress', '1'), ('Ionia', '3')]","[('Irelia', '2'), ('Warwick', '2'), ('Kalista', '2'), (""Kai'Sa"", '1'), ('Yasuo', '2'), ('Shen', '2'), (""Bel'Veth"", '1')]"
5,"['Medium Forge', 'Job Well Done']","[('Ionia', '6'), ('Redeemer', '1'), ('Challenger', '4'), ('Shadow Isles', '2')]","[('Irelia', '2'), ('Sett', '2'), ('Kalista', '2'), ('Shen', '2'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2'), ('Senna', '1')]"
6,"['Ancient Archives II', 'Small Forge', 'Masterful Job']","[('Ionia', '6'), ('Challenger', '4'), ('Deadeye', '2'), ('Shadow Isles', '2')]","[('Jhin', '2'), ('Irelia', '2'), ('Kalista', '2'), ('Gwen', '1'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2'), ('Ahri', '1')]"
7,"['Pumping Up I', 'Gunner Heart', 'Golden Ticket']","[('Gunner', '4'), ('Freljord', '3'), ('Bruiser', '4'), ('Zaun', '2')]","[('Ashe', '2'), ('Vi', '3'), ('Jinx', '3'), ('Jayce', '2'), ('Lissandra', '2'), ('Zeri', '1'), ('Sejuani', '2'), ('Sion', '1')]"
5,"['Shurima Crown', 'Jeweled Lotus I']","[('Shurima', '7'), ('Bruiser', '2'), ('Deadeye', '2'), ('Freljord', '2')]","[('Cassiopeia', '2'), ('Renekton', '3'), ('Ashe', '2'), ('Akshan', '2'), ('Nasus', '2'), ('Azir', '2'), ('Sejuani', '2'), (""K'Sante"", '1')]"
4,"['Total Domination', 'Know Your Enemy']","[('Noxus', '6'), ('Juggernaut', '2'), ('Rogue', '2'), ('Slayer', '2')]","[('Zed', '2'), ('Swain', '2'), ('Kled', '2'), ('Katarina', '3'), ('Darius', '3'), ('Nasus', '2'), ('Sion', '2')]"
7,"['Total Domination', 'Think Fast', 'Long Distance Pals II']","[('Slayer', '3'), ('Ionia', '3'), ('Noxus', '3'), ('Juggernaut', '2'), ('Rogue', '2')]","[('Irelia', '2'), ('Sett', '2'), ('Kled', '2'), ('Zed', '3'), ('Katarina', '2'), ('Darius', '2')]"
2,"[""Sentinel's Spirit"", 'Job Well Done']","[('Ionia', '6'), ('Redeemer', '1'), ('Challenger', '4'), ('Invoker', '2'), ('Shadow Isles', '2')]","[('Irelia', '3'), ('Irelia', '3'), ('Sett', '2'), ('Karma', '2'), ('Kalista', '2'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2'), ('Ahri', '1'), ('Senna', '2')]"
6,"['Level Up!', 'Golden Ticket', 'What The Forge']","[('Freljord', '3'), ('Shurima', '3'), ('Bruiser', '2'), ('Deadeye', '2'), ('Invoker', '2')]","[('Cassiopeia', '2'), ('Ashe', '2'), ('Lissandra', '2'), ('Akshan', '2'), ('Nasus', '2'), ('Sejuani', '2'), ('Sion', '1'), ('Sion', '1')]"
4,"['Endurance Training', 'Social Distancing III', ""Job's Done""]","[('Bruiser', '4'), ('Void', '3'), ('Challenger', '2'), ('Freljord', '2')]","[(""Cho'Gath"", '2'), ('Vi', '2'), ('Lissandra', '2'), (""Rek'Sai"", '3'), ('Yasuo', '2'), (""Kai'Sa"", '2'), ('Sejuani', '2')]"
7,"[""Sentinel's Spirit"", 'Job Well Done']","[('Challenger', '6'), ('Empress', '1'), ('Ionia', '3')]","[('Irelia', '2'), ('Warwick', '2'), ('Kalista', '2'), (""Kai'Sa"", '1'), ('Yasuo', '2'), ('Shen', '2'), (""Bel'Veth"", '1')]"
5,"['Medium Forge', 'Job Well Done']","[('Ionia', '6'), ('Redeemer', '1'), ('Challenger', '4'), ('Shadow Isles', '2')]","[('Irelia', '2'), ('Sett', '2'), ('Kalista', '2'), ('Shen', '2'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2'), ('Senna', '1')]"
2,"[""Pandora's Bench"", 'Long Distance Pals II', 'Mana Burn']","[('Multicaster', '4'), ('Strategist', '3'), ('Demacia', '3'), ('Yordle', '3'), ('Sorcerer', '2')]","[('Poppy', '1'), ('Kled', '2'), ('Swain', '3'), ('Taliyah', '3'), ('Teemo', '3'), ('Sona', '1'), (""Vel'Koz"", '2'), ('Jarvan IV', '2')]"
1,"['Frequent Flier', 'Blinding Speed', 'Harmacist I']","[('Darkin', '1'), ('Technogenius', '1'), ('Slayer', '4'), ('Demacia', '3'), ('Yordle', '3'), ('Bastion', '2'), ('Juggernaut', '2'), ('Shadow Isles', '2'), ('Strategist', '2')]","[('ApexTurret', 0), ('Maokai', '3'), ('Kayle', '3'), ('Poppy', '3'), ('Swain', '1'), ('Kled', '2'), ('Jarvan IV', '2'), ('Gwen', '2'), ('Heimerdinger', '1'), ('Aatrox', '1')]"
4,"['Two Healthy', 'Last Stand', 'Tactical Superiority']","[('Bruiser', '2'), ('Multicaster', '2'), ('Strategist', '2')]","[('Taliyah', '1'), ('Vi', '2'), ('Swain', '3'), ('Sett', '3'), ('Taliyah', '3'), ('Teemo', '3'), ('Sion', '1'), ('Sion', '1')]"
5,"['A Cut Above', 'Transfusion II', 'Infernal Contract']","[('Freljord', '3'), ('Wanderer', '1'), ('Shurima', '3'), ('Bruiser', '2'), ('Deadeye', '2'), ('Invoker', '2')]","[('Renekton', '2'), ('Ashe', '3'), ('Lissandra', '3'), ('Akshan', '3'), ('Nasus', '2'), ('Sejuani', '2'), ('Ryze: Freljord', '1')]"
2,"[""Pandora's Items"", 'Harmacist I', 'Infernal Contract']","[('Darkin', '1'), ('Slayer', '3'), ('Ionia', '3'), ('Juggernaut', '3'), ('Noxus', '3'), ('Rogue', '2')]","[('Kled', '2'), ('Zed', '3'), ('Sett', '3'), ('Katarina', '3'), ('Darius', '3'), ('Shen', '2'), ('Aatrox', '1')]"
1,"['Infusion', 'Sorcerer Crown', 'Unified Resistance I']","[('Multicaster', '4'), ('Strategist', '4'), ('Sorcerer', '4'), ('Demacia', '3')]","[('Swain', '2'), ('Taliyah', '2'), ('Teemo', '2'), ('Sona', '2'), (""Vel'Koz"", '3'), ('Lux', '2'), ('Azir', '2'), ('Jarvan IV', '2')]"
3,"['Living Forge', 'Challenger Crown', 'Ionia Crown']","[('Challenger', '6'), ('Ionia', '6'), ('Redeemer', '1'), ('Invoker', '2'), ('Shadow Isles', '2')]","[('Irelia', '1'), ('Warwick', '2'), ('Karma', '2'), ('Kalista', '2'), (""Kai'Sa"", '2'), ('Shen', '2'), ('Yasuo', '2'), ('Shen', '2'), ('Shen', '2'), (""Kai'Sa"", '2'), ('Ahri', '1'), ('Senna', '2')]"
3,"['Jeweled Lotus I', 'Cybernetic Leech I', 'Gifts From Above']","[('Slayer', '5'), ('Ionia', '3'), ('Noxus', '3'), ('Juggernaut', '2'), ('Rogue', '2')]","[('Kayle', '1'), ('Sett', '2'), ('Kled', '2'), ('Zed', '3'), ('Darius', '2'), ('Katarina', '3'), ('Shen', '2'), ('Gwen', '2')]"
2,"[""Pandora's Bench"", 'Healing Orbs I', 'Tons of Stats!']","[('Slayer', '5'), ('Darkin', '1'), ('Technogenius', '1'), ('Demacia', '3'), ('Yordle', '3'), ('Bastion', '2'), ('Shadow Isles', '2')]","[('ApexTurret', 0), ('Maokai', '3'), ('Kayle', '3'), ('Poppy', '3'), ('Zed', '2'), ('Kled', '2'), ('Sona', '2'), ('Gwen', '2'), ('Heimerdinger', '1'), ('Aatrox', '1')]"
1,"['Juggernaut Crest', 'Unified Resistance I', 'Long Distance Pals II']","[('Juggernaut', '6'), ('Darkin', '1'), ('Empress', '1'), ('Redeemer', '1'), ('Wanderer', '1'), ('Ionia', '3'), ('Invoker', '2'), ('Shadow Isles', '2'), ('Slayer', '2')]","[('Sett', '2'), ('Garen', '2'), ('Gwen', '1'), ('Nasus', '2'), ('Shen', '2'), (""Bel'Veth"", '1'), ('Ryze: BandleCity', '1'), ('Senna', '2'), ('Aatrox', '2')]"
2,"[""Pandora's Bench"", 'Long Distance Pals II', 'Mana Burn']","[('Multicaster', '4'), ('Strategist', '3'), ('Demacia', '3'), ('Yordle', '3'), ('Sorcerer', '2')]","[('Poppy', '1'), ('Kled', '2'), ('Swain', '3'), ('Taliyah', '3'), ('Teemo', '3'), ('Sona', '1'), (""Vel'Koz"", '2'), ('Jarvan IV', '2')]"
1,"['Frequent Flier', 'Blinding Speed', 'Harmacist I']","[('Darkin', '1'), ('Technogenius', '1'), ('Slayer', '4'), ('Demacia', '3'), ('Yordle', '3'), ('Bastion', '2'), ('Juggernaut', '2'), ('Shadow Isles', '2'), ('Strategist', '2')]","[('ApexTurret', 0), ('Maokai', '3'), ('Kayle', '3'), ('Poppy', '3'), ('Swain', '1'), ('Kled', '2'), ('Jarvan IV', '2'), ('Gwen', '2'), ('Heimerdinger', '1'), ('Aatrox', '1')]"
4,"['Two Healthy', 'Last Stand', 'Tactical Superiority']","[('Bruiser', '2'), ('Multicaster', '2'), ('Strategist', '2')]","[('Taliyah', '1'), ('Vi', '2'), ('Swain', '3'), ('Sett', '3'), ('Taliyah', '3'), ('Teemo', '3'), ('Sion', '1'), ('Sion', '1')]"
5,"['A Cut Above', 'Transfusion II', 'Infernal Contract']","[('Freljord', '3'), ('Wanderer', '1'), ('Shurima', '3'), ('Bruiser', '2'), ('Deadeye', '2'), ('Invoker', '2')]","[('Renekton', '2'), ('Ashe', '3'), ('Lissandra', '3'), ('Akshan', '3'), ('Nasus', '2'), ('Sejuani', '2'), ('Ryze: Freljord', '1')]"
2,"[""Pandora's Items"", 'Harmacist I', 'Infernal Contract']","[('Darkin', '1'), ('Slayer', '3'), ('Ionia', '3'), ('Juggernaut', '3'), ('Noxus', '3'), ('Rogue', '2')]","[('Kled', '2'), ('Zed', '3'), ('Sett', '3'), ('Katarina', '3'), ('Darius', '3'), ('Shen', '2'), ('Aatrox', '1')]"
